Feature,Cternatea_20692_DDA_neg_5142025_053,Cternatea_20692_DDA_neg_5142025_054,Cternatea_20692_DDA_neg_5142025_055,Cternatea_9336_DDA_neg_5142025_056,Cternatea_9336_DDA_neg_5142025_057,Cternatea_9336_DDA_neg_5142025_058,Instrument_blank_DDA_neg_5142025_060,Cternatea_QC_DDA_neg_5142025_048,Cternatea_QC_DDA_neg_5142025_049,Cternatea_QC_DDA_neg_5142025_050,Cternatea_QC_DDA_neg_5142025_051,Cternatea_QC_DDA_neg_5142025_052,Cternatea_QC_DDA_neg_5142025_059,Extraction_blank_DDA_neg_5142025_047,Instrument_blank_DDA_neg_5142025_046
725.39530@7.433,10609,10726,10581,9058,9059,8697,0,12133,11623,10783,11184,10792,10703,0,0
725.41010@8.851,21285,22096,21862,23118,24358,24651,0,28267,27966,26368,25615,25633,27140,0,0
727.08090@4.371,23339,22687,22854,19972,20397,20046,0,16015,17895,18413,19139,19630,21403,0,0
727.08090@4.482,27970,29198,28837,25844,25451,24607,0,19923,21063,21177,23696,25641,26074,0,0
727.19250@2.782,26048,24933,25294,18670,18770,18800,0,25239,25078,24541,23206,25167,24900,0,0
727.19260@3.005,131459,133898,132549,87820,86397,85331,0,130644,125399,122609,125068,124426,117239,0,0
727.24460@4.027,281170,285333,285084,187546,187918,183637,0,268577,258386,256572,255709,256806,242609,0,0
727.37700@5.268,41519,40828,38976,51148,48711,48452,0,51683,52366,49407,50919,51305,49076,0,0
727.40610@9.627,2254,2790,2065,2415,2206,1745,0,4713,3651,3452,3250,2963,2873,3581,0
727.46180@9.286,8226,7580,8141,11733,12480,12623,0,12771,12524,11907,11928,11368,11479,0,0
728.18840@0.840,16046,16447,15723,19341,18291,18499,0,20170,19214,18564,19540,18685,18385,0,0
728.37230@6.137,11571,11518,9611,1815,4233,4244,0,6867,7380,7430,7086,6034,9513,0,0
728.53030@9.371,10265,9944,9538,12559,11937,11171,0,12752,12520,11472,11983,11579,11116,0,0
729.08940@4.378,9844,9600,10113,10496,9618,9734,0,8717,8865,9822,9076,9505,9453,0,0
729.09100@4.489,14731,15146,15616,14197,14747,13934,0,14328,14492,14296,14315,14616,13552,0,0
729.11010@3.405,1304,1459,1563,1858,2335,2123,0,1834,1882,1718,1937,2095,2127,0,0
729.37910@7.945,9362,7673,8333,8525,8473,8116,0,12252,11610,11077,10127,10618,9766,0,0
729.47880@9.689,9873,10299,9713,14187,13468,13485,0,14757,13279,13245,13132,12660,12281,0,0
730.39880@8.759,8873,8405,8368,8783,8595,8275,0,23588,20181,15487,15009,13622,11883,0,0
730.50930@9.466,43597,44048,42899,50688,51604,50137,0,54219,51430,49623,47623,48475,47731,0,0
730.54400@8.687,0,0,0,22769,23295,21643,0,2908,3635,4112,4236,3818,3744,1774,0
730.54580@9.592,45060,44799,44806,52202,52833,52519,0,51649,49965,48676,48181,48333,46289,0,0
732.24800@4.975,9694,11982,9763,11590,8207,8989,0,9066,12120,10208,10699,12929,12110,0,0
732.51820@10.185,1046,1070,1175,1934,2185,2329,0,1958,1759,1386,1359,1421,1479,0,0
734.49540@9.697,5581,5762,5489,6892,7849,8305,0,9432,8155,7073,7277,6535,7597,0,0
734.99040@2.792,3413,3447,3688,3550,3596,3377,0,3548,2997,3301,3241,3191,3761,0,0
735.21810@2.493,117579,117314,104094,73086,73378,75493,0,102331,100869,99814,98463,99917,107285,0,0
735.21930@2.202,141993,144781,144210,104063,103562,103651,0,142288,66486,140320,137048,135240,136350,0,0
735.25710@3.576,23412,24321,24641,17417,18236,17980,0,22666,21591,22939,23861,22233,24340,0,0
735.32280@3.968,2054,2424,2563,2880,3324,2936,0,3407,3294,3179,3624,3455,3096,0,0
735.32720@8.698,5267,5506,5417,4288,4933,4951,5616,6791,5038,5372,5728,5414,4988,9948,6660
736.49500@9.697,2240,2426,2142,2758,3247,3234,0,3732,3389,2597,2803,2610,2976,0,0
737.23460@2.386,82323,81521,80751,59441,59322,57431,0,82882,80277,80368,79260,79774,77008,0,0
737.31700@5.740,2433,1936,2062,1915,2071,2596,0,2419,2494,2508,2410,2491,2308,4166,0
738.19520@4.765,1652,1649,2062,4194,4727,4445,0,3616,3851,3566,4304,3656,3658,0,0
738.20230@4.322,1757,1994,1312,2235,3562,2753,0,2493,1640,1348,2480,2350,2628,0,0
738.35330@7.016,31024,30756,30047,26029,24992,25035,0,39919,36912,37288,36129,36086,29969,0,0
738.35360@6.924,48434,49882,49480,25737,25402,24923,0,53137,52446,50179,49531,48939,43710,0,0
739.10360@4.393,17267,19299,17973,18929,18439,17644,0,16386,16653,16291,17038,17571,15635,0,0
739.10380@4.508,15509,15787,15551,15698,17545,17135,0,15697,15255,14443,14772,14046,15236,0,0
739.11500@4.332,1373,1052,6403,2284,4628,1499,0,2091,2442,4833,514,1790,2617,0,0
739.20150@4.331,1504195,1516402,1600288,1748721,1781517,1776815,2274,1675763,1507990,1668893,1483777,1637153,1798263,8530,0
739.20810@4.526,154724,153060,154698,247999,241728,244174,0,220600,212087,215827,215912,203863,201763,0,0
739.20820@4.415,528198,538427,543197,829148,821543,802087,2274,724451,735936,731587,730941,714069,714591,8530,0
739.28630@4.326,119235,116746,117580,142403,140760,139282,0,132653,132850,129039,133252,129645,132832,0,0
739.63850@4.325,15903,16694,15990,18820,19797,20725,0,17203,17538,17504,18616,17429,18979,0,0
740.07190@4.328,22253,24701,23503,29226,30778,29281,0,24343,24409,24878,25778,24102,30904,0,0
740.10200@3.404,3627,3238,3389,4590,4282,4492,0,2864,3648,3816,3997,4571,4422,0,0
740.21290@4.328,1307391,1286863,1268549,1471150,1485562,1477072,882,1409802,1393828,1405162,1387808,1384675,1391053,3241,0
740.47700@4.330,20515,20090,19947,25383,26568,27209,0,21894,21216,21502,22857,21983,26129,0,0
740.56550@10.388,2574,2433,3317,4082,4145,4182,0,2834,2823,2854,2926,3004,2599,0,0
740.63350@4.326,18939,20463,19463,24701,24647,24916,0,18120,19045,20595,19921,19125,25057,0,0
741.00060@4.328,20480,28143,34368,35729,29669,34401,0,16497,28307,32540,32710,29418,29737,0,0
741.18910@4.055,29195,30415,29608,20682,21882,21033,0,27748,26676,26736,27634,26819,26398,0,0
741.27490@5.473,18079,18830,19631,6733,6515,6593,0,13466,13788,13089,13304,12928,13852,0,0
741.35290@5.932,2795,3010,2650,2491,2613,2426,0,3120,3163,2806,2866,3075,3018,6344,0
741.42450@4.328,10624,10016,9711,12580,12233,12712,0,10762,10551,8688,10774,10254,12967,0,0
742.07660@4.326,5508,7609,5259,10444,12223,14379,0,6475,6688,11010,3484,9376,10552,0,0
742.11860@4.323,8528,7479,9077,10335,10060,10853,0,8720,10028,8140,9549,9524,10422,0,0
742.15170@4.329,9145,8708,9556,10483,10732,10430,0,9701,9828,9526,10514,10503,10791,0,0
742.24040@0.958,25169,26590,19223,18747,20750,19814,0,28934,20035,27668,19369,24397,23376,0,0
742.54610@10.174,14569,15159,15101,21372,21168,21292,0,18618,17364,16166,15930,15621,15114,4286,10230
742.79810@0.464,1616,3207,2779,2308,2354,2270,0,3877,2124,2602,3566,2094,2136,1357,0
742.82940@4.330,3118,3131,3855,3396,3174,3461,0,3302,3508,2872,3745,3685,2882,0,0
742.97900@4.329,2446,2620,2767,3210,3191,3140,0,2320,1862,2640,2289,2830,3564,0,0
743.01340@4.329,2424,3690,3049,3702,3255,2962,0,2947,2878,2820,3071,2952,3423,0,0
743.04770@4.326,3368,3387,3326,4666,5100,4464,0,3945,3633,3220,3726,4027,4323,0,0
743.15630@2.408,1974,2107,2068,2123,1689,1777,0,2692,2256,2386,2312,2209,1987,0,0
743.15900@4.328,6787,5151,6230,7005,7613,8287,0,6437,6367,6348,6001,4237,7980,0,0
743.48440@9.679,4176,6101,3200,3270,3106,6929,5334,0,0,2444,4397,3555,6691,0,122
744.13250@4.330,2571,2304,2074,2612,1873,2106,0,1606,2420,1736,1661,1538,2558,0,0
744.15290@3.963,7510,7449,6933,8195,9117,10349,0,8740,8110,8926,8291,8404,9862,0,0
744.23450@4.028,140660,140868,139847,108425,107940,104834,0,127055,121253,123044,121305,124353,115541,0,0
744.33820@5.424,171373,173943,169432,178751,178329,174922,0,208360,198945,200248,194068,192088,192486,0,0
745.41000@8.310,49578,49237,50950,52632,51188,52928,127,65794,63547,62642,64327,63091,61741,0,0
746.12220@4.494,6041,5869,6055,6192,6563,6144,0,5786,6504,6300,5952,6400,6087,0,0
746.15430@3.960,3099,3080,3002,3786,4138,4621,0,4094,3787,4009,4009,3976,4213,0,0
746.49630@9.610,5628,6004,5835,7179,7996,8648,0,10828,8664,8133,6805,6273,7255,0,0
748.48210@9.611,4837,8359,10846,3773,3491,5897,0,9371,10601,8488,5573,8202,9334,0,0
749.17480@3.006,5762,6093,5910,3973,3863,4132,0,5665,6266,5304,5954,5650,5643,0,0
750.52710@10.015,33927,36707,33666,38832,46755,43920,0,47628,41954,40313,34271,35018,41012,0,0
750.70490@0.495,3009,3219,3197,3768,3907,3574,0,3353,2950,3027,3178,3259,3183,0,0
751.09620@2.791,10729,10858,11244,10704,10477,9590,0,11132,10445,10711,10315,10674,9567,0,0
751.20800@3.640,10602,11584,12103,31463,30759,31671,0,25489,25867,25869,25173,25249,24282,0,0
751.40810@7.778,5299,5115,4523,3316,3681,3618,0,9298,10157,9853,9114,8047,5303,4779,0
751.59510@4.133,1631,1506,2391,1175,2596,2560,0,850,2192,1645,1342,1163,884,0,0
752.19630@2.688,4212,4083,4441,4049,3270,4016,0,5062,4516,4457,4728,4212,4313,0,0
752.39070@4.152,1553,1867,1818,888,910,800,0,624,2447,2023,1163,2137,1957,0,0
753.17750@2.642,52819,53920,54031,10086,9429,9224,0,32341,33140,31568,31839,31836,30695,0,0
753.18760@4.175,66728,65186,63913,52086,52490,50877,0,54768,54960,58181,56737,59430,60138,0,0
753.19770@3.777,82381,60273,61129,108169,106974,107043,0,116258,113329,110838,108141,81521,108581,0,0
753.19810@3.523,46177,46106,47631,58731,59997,60393,0,64197,63063,62249,61111,62514,60418,0,0
753.19830@3.594,44974,42895,44985,45493,50367,49841,0,56379,52446,49178,50617,52866,53903,0,0
753.44100@9.281,98716,96759,95498,74995,66869,68067,0,131778,119083,112615,118026,118501,102727,0,0
754.19030@4.595,4609,5079,5468,4403,5447,4612,0,4684,4837,5805,4698,4812,5250,0,0
754.98540@4.147,2418,3422,2661,3751,3228,977,0,4018,2259,3503,2128,402,697,0,0
755.10800@4.149,966,8429,2582,275,874,2497,0,13119,6363,2668,2134,5101,5086,0,0
755.11700@0.794,10876,11459,11131,15419,16052,15001,0,14866,14250,13807,14118,14714,13671,0,0
755.19590@4.175,5077583,4952289,5020482,4252036,4342610,4360566,8134,4852038,4890975,4891702,4842711,4716529,4827741,41968,0
755.20210@4.417,418140,416052,420552,379379,387834,378224,0,446136,443820,439308,435659,430312,413786,0,0
755.20220@3.880,34180,36062,33042,34789,32243,31848,0,39152,36653,37023,37460,37603,35471,218,0
755.20230@3.807,75022,75495,76739,103603,107805,104551,0,105289,103170,103363,102352,103720,100459,0,0
755.20260@4.524,117849,120979,122696,109962,107405,107320,0,129667,122969,121348,115683,116599,112504,0,0
755.20260@4.663,68383,74130,69908,42389,42096,81843,0,77991,70733,68697,73919,73040,70998,0,0
755.20280@3.974,33406,33083,33902,53672,54422,54274,1099,53844,54413,53294,51631,51097,51104,218,0
755.34770@3.894,12376,12766,12308,11620,11564,10527,0,14134,13935,15091,14404,14236,12446,0,0
755.37230@4.149,66543,34260,47536,26498,17613,51299,0,14155,48369,41978,11984,44403,44326,0,0
755.38500@5.669,64208,64105,64319,28465,31519,34744,0,50645,50094,51173,49832,51426,59498,0,0
755.38530@5.450,60589,62889,63528,27704,28956,31542,0,46907,47098,45148,46641,44787,54836,0,0
755.39290@6.134,74687,72378,68802,32071,32084,32559,0,52700,48881,49971,49511,47758,47551,0,0
755.46740@4.143,43192,43593,42867,36659,36933,36450,0,40956,40456,39536,40591,39786,40590,0,0
755.63900@4.149,36962,34488,36374,32894,32060,32254,0,33294,33790,30822,31290,35592,37050,0,0
756.07790@4.151,52886,50731,51516,45855,47166,50497,0,45940,48485,47296,46972,48220,54451,0,0
756.13670@4.151,48857,51367,52622,44637,47391,48091,0,48697,49971,47314,47096,48934,55045,0,0
756.20720@4.149,3371277,3370408,3328707,2858672,2846568,2857213,2550,3259742,3238792,3206248,3204711,3190767,3180971,15491,0
756.51740@4.147,54559,56043,55231,46721,46639,48358,0,48941,48960,47957,45485,49896,56666,0,0
756.52530@9.610,91194,90339,92817,107127,107092,106444,0,105421,101468,98104,94744,95111,92062,0,0
756.57830@4.147,46664,43724,45631,37951,40229,41718,0,39352,38420,41967,40666,42405,49849,0,0
757.20800@4.523,12432,14324,18702,12152,12371,12306,0,14155,12596,13837,12639,12925,13276,0,0
757.20860@4.149,1252443,1253835,1241768,1071890,1071498,1075323,197,1222092,1212344,1194171,1191145,1192275,1187996,5018,0
757.26990@5.130,36629,38769,35499,17109,16748,17140,0,29256,28149,29392,29174,28472,29174,0,0
757.29780@4.144,17750,19728,18562,19059,20143,22064,0,19038,19572,18552,20662,19712,24385,0,0
757.36410@5.337,208580,250961,253884,177758,221691,172610,0,250100,292059,281157,230214,245184,187638,397290,0
757.40850@4.140,9397,13181,22873,82291,41748,49155,0,33796,36188,19367,28069,31836,39636,0,0
757.48780@4.145,18018,22562,19708,17399,18318,18954,0,18708,17163,18713,16933,21528,26163,0,0
757.56400@5.298,8789,3110,9088,16600,2495,17721,0,10398,2669,11327,13856,13153,19409,2237,0
757.59270@5.268,6346,5745,8316,12025,12087,12077,0,9200,8739,10739,9372,9298,11726,0,0
757.69540@5.265,4359,5836,5587,6326,7012,7207,0,7244,6643,7683,6303,6777,5762,0,0
757.70280@4.147,15499,16771,15065,13898,13510,13897,0,12877,15542,14030,13773,15593,18634,0,0
758.10550@4.147,19387,23213,25680,20950,23325,23844,0,21142,22980,21404,25186,21820,23411,0,0
758.14320@5.265,7454,9280,8051,11583,12005,12806,0,8428,9566,9664,9309,9918,11559,0,0
758.14780@4.145,19052,21863,22721,18463,17741,19638,0,18729,21301,20147,23461,18891,22200,0,0
758.17130@5.265,6860,7234,7782,11274,11114,12100,0,9269,8970,8439,9181,9175,11329,594,0
758.29080@5.267,8353,10005,10357,14981,12965,10502,0,10900,9582,10539,11839,10767,13869,275,0
758.54200@9.920,2198714,2198311,2170073,2436586,2381901,2399806,1009,2421478,2327328,2289365,2263369,2237052,2225241,1354,388
758.80410@4.146,13321,11412,11466,9297,9499,9244,0,10324,11740,11144,10585,11386,10594,0,0
759.20320@5.272,10131,11267,11510,13281,12576,14164,0,13297,12017,12903,13476,12966,11712,348,0
759.23810@3.915,1645,1232,1788,861,1326,981,0,1632,1304,919,917,1060,1152,3158,0
759.28610@5.562,10491,10316,10542,2384,2471,2336,0,6938,6703,7231,7204,6927,6280,0,0
759.29400@5.270,10324,8116,7217,12677,12195,12828,0,9393,14695,13209,14321,12810,16110,397,0
759.44420@9.921,6967,8314,7215,11812,9265,10813,0,7113,7094,8378,6224,9074,10040,0,0
759.54440@9.920,1099747,1091596,1098280,1226960,1212123,1219330,175,1240252,1183078,1158690,1139622,1126295,1106958,160,0
759.54570@5.272,3608,6186,5930,9781,6001,11181,0,6746,6679,9367,5024,4955,14574,750,0
760.50800@5.267,3433,3347,2762,3770,6347,5036,0,3643,3543,4108,4293,4661,4355,0,0
760.57340@4.149,2969,2104,3577,2232,2796,2157,0,2399,2459,2527,2432,2367,2251,0,0
760.58800@5.273,1443,1527,1459,2816,2758,2193,0,1943,3161,2158,1911,1029,2238,0,0
761.01040@9.920,4193,4248,3972,5315,4334,5273,0,4883,4767,3478,3948,3810,5670,0,0
761.26440@4.894,27969,29354,26972,19589,19682,19466,0,27685,28069,26065,26856,26662,25109,0,0
761.51540@9.703,24451,22613,23131,26486,24960,26816,0,41121,33883,32365,26300,25828,23969,0,0
761.62650@9.918,3451,3720,2895,3281,3703,3284,0,3212,3738,2985,3197,3624,3997,0,0
762.26050@5.212,13358,12634,13809,13603,14024,13620,0,15111,14013,14744,15517,14078,14284,0,0
762.45180@9.918,1873,2659,1634,3317,2443,3866,0,1567,2170,3017,2816,1477,1197,0,0
762.68580@0.495,4019,4038,3824,4791,4576,4752,0,4826,4655,5054,4730,4400,4454,0,0
763.21360@2.519,267378,263298,257396,212297,210357,205003,0,285615,270869,278333,272997,264716,256810,0,0
763.21360@2.348,334345,346567,342445,280384,286272,286779,0,368105,364495,353856,354987,351097,343991,0,0
763.35890@9.100,4785,4480,4085,5029,4869,4482,3639,6339,5976,5722,5265,5357,243,7907,5524
763.36130@5.319,20411,19305,20021,25073,24756,22310,0,25379,24650,25599,24536,24488,21959,0,0
764.50710@9.370,2386,2247,2405,2727,3246,3262,0,4982,4094,3394,3228,3257,3458,0,0
765.22930@2.428,101218,104551,106901,97721,114002,98062,0,117324,119510,115814,113983,111370,115364,0,0
765.40840@8.879,96407,96091,96045,133686,134196,132440,0,140245,136909,136455,134091,131913,131722,0,0
765.41360@5.672,140406,143021,141153,58875,61150,55170,0,114327,109820,107725,108996,104620,104393,0,0
765.41390@5.449,129680,132420,132388,53351,50326,51852,0,103619,103238,97453,95925,95934,97421,0,0
765.44120@9.345,17264,20709,20427,18571,18097,17768,0,23105,22093,21616,21379,21322,22060,0,0
765.48210@10.768,21725,22336,22158,20576,20050,19995,0,21854,21397,20803,21177,21321,20876,0,0
766.22480@0.623,52559,54559,54195,34526,34348,33338,0,47765,44177,45679,44602,45334,45870,0,0
767.03030@10.773,1535,1475,1828,1755,1782,1480,1415,1871,1582,1452,1546,1742,1436,1685,2932
769.21890@4.353,99443,98371,98771,93310,93002,91634,0,96777,95517,97324,95976,93593,92126,159,0
770.18950@3.888,2585,2567,2479,1306,1408,1672,0,1737,1889,1948,2419,1951,2160,0,0
770.21380@3.250,4982,5608,4971,3142,2571,2835,0,4615,4541,4599,4244,4488,4481,0,0
771.19700@3.513,7019,7294,6573,4841,5393,4752,0,7833,6784,7134,6600,6307,6682,0,0
771.19740@3.675,148905,148509,143514,129791,128777,130356,0,156924,157179,155139,155244,152281,154971,0,0
771.19760@3.829,64243,64621,64862,78100,77561,78242,0,83400,81918,80199,80053,64162,62829,0,0
771.19790@4.007,168224,171427,167426,379639,382741,381087,0,334084,328946,317936,324796,316535,322094,0,0
771.24090@0.622,10880,18552,11614,10748,10695,10716,0,9492,10202,8968,9867,9384,8791,0,0
771.28390@9.822,18172,17942,17408,15151,14984,14692,0,22606,21417,19854,18763,18893,17700,4146,0
771.52570@10.897,2912,2686,3046,4937,3966,4089,0,2577,2247,2442,2941,2785,3059,0,0
772.19960@3.511,2678,2536,2536,1704,1680,1460,0,2145,2322,2133,2287,2828,2429,0,0
772.20110@3.813,24258,23421,24906,28145,29181,28941,0,30655,30987,31077,30625,29823,29671,0,0
772.53770@8.101,2113,1735,2132,1836,1730,1641,0,2981,2796,2632,2244,2058,2127,2516,0
772.59130@9.218,0,0,0,8816,8454,8154,0,2840,1607,1540,1933,1216,1388,4881,0
773.20410@3.805,7407,7357,7619,8949,8798,8706,0,9519,9122,9828,9088,9581,9020,0,0
773.46700@7.580,12081,12101,12104,10330,10075,9331,0,12096,12202,12246,12455,11364,11781,13601,0
773.46800@7.719,87410,87628,86315,71544,72932,70784,0,89108,89145,86401,85794,86182,85466,106641,0
773.51530@9.610,15215,15711,15403,18168,18783,18217,0,31769,24893,21298,19147,18062,16075,0,0
773.52010@10.636,43989,43777,42828,42153,41823,41608,0,47750,44483,43978,42397,43163,40147,0,0
774.53590@8.963,9487,10079,9179,12151,11851,11282,0,12699,12030,11982,12219,11806,11536,0,0
774.53630@9.371,40696,40720,40444,49710,49432,48944,0,54619,50007,49972,48345,47604,47124,0,0
775.19260@3.436,10133,9194,8963,2307,2795,1993,0,6784,5669,6287,6652,6566,5545,0,0
775.19270@3.338,10965,11946,11986,2879,3151,3286,0,8803,8088,8420,8568,8077,8329,0,0
775.28040@5.146,37294,43841,38950,11916,12229,14449,0,32036,31874,25850,30047,26772,26025,0,0
775.53070@10.141,21218,21626,20885,28888,23713,27278,0,37512,30788,27839,24541,23584,23956,0,0
775.53120@9.923,882629,883323,877337,988030,960085,962274,0,1213184,1054173,971957,928462,899593,865112,0,0
776.47320@6.010,38853,40269,41063,28201,30020,30789,0,31306,37921,34856,38368,38325,42799,0,0
776.55150@9.592,131839,131298,133142,157470,156684,154910,0,157734,147382,144014,139927,139973,137230,0,0
776.55210@9.107,4868,5288,5265,7075,6549,6625,0,5674,6148,5418,5653,5564,5738,0,0
776.56770@6.010,17587,18227,18529,14045,13874,14826,0,17115,17608,16841,17955,17564,19096,0,0
777.22900@2.812,83818,81872,77834,57516,57946,52124,0,93944,90150,88227,84865,89706,66326,0,0
777.22940@2.666,108419,107212,107114,75848,76658,82860,0,103290,98493,99485,99407,97323,119407,0,0
777.36370@6.137,48896,46948,48255,16121,37517,40586,0,22342,20868,21066,44251,43601,41934,0,0
777.36410@6.011,2039618,2073171,2090381,1875972,1841769,1829305,0,2151460,2126417,2107610,2083913,2076529,2081192,0,0
777.63050@6.008,11839,13028,11257,10262,11808,13120,0,5946,12314,5688,11169,12440,17637,0,0
777.69400@6.013,11386,12611,13334,11735,12190,13664,0,12018,12748,12206,13232,11312,18557,0,0
777.84990@6.029,10400,9714,10734,9142,11314,11865,0,10100,4887,4232,5711,7754,14517,0,0
778.13420@6.010,24981,24378,22246,18204,24767,19330,0,22816,18845,22775,5196,18729,24308,0,0
778.25440@4.894,31653,31586,30847,27865,27839,25890,0,31585,30767,31083,30867,30915,28917,0,0
778.54810@6.002,6439,5787,3748,5995,4898,10671,0,5738,8595,4247,4574,5864,4133,0,0
779.15050@6.013,6580,8391,10084,8879,9032,2827,0,9310,9965,8691,7723,8282,9868,0,0
779.16640@3.096,35847,33800,28907,20652,22381,14860,0,46259,44872,44242,41448,43916,16340,0,0
779.24530@2.704,88199,90237,88780,73789,73787,74355,0,91219,91900,89982,84218,90177,87802,0,0
779.27740@4.271,15908,16380,15455,8606,9242,9034,0,14585,13012,13997,13277,12614,12672,0,0
779.48730@6.015,6612,8304,7183,7525,7092,6557,0,7194,7919,7226,7433,7088,8743,0,0
779.49700@11.021,8210,8311,8222,6607,7255,6442,0,7283,7536,6614,7188,6980,7293,0,0
779.54490@11.811,3594,3446,3078,3426,3743,4042,0,3697,3901,3851,3630,3792,3849,5191,0
779.55590@6.011,6521,8290,6107,5082,6143,5824,0,7252,6629,7533,3411,6610,7832,0,0
779.64120@6.012,4548,4890,1847,4243,4673,2820,0,4351,4427,4426,4614,2756,5630,0,0
780.15550@4.030,5868,5427,5534,3722,3816,3189,0,4350,4033,4482,4349,4811,4993,0,0
780.51800@9.922,4331,4533,4363,4682,5001,4633,0,5322,4768,5349,4297,4187,4372,0,0
781.18350@3.868,2144,2257,2538,6530,6533,6437,0,4841,4696,4874,4372,4527,4430,0,0
781.18710@4.263,3520,2947,3108,4004,4836,4336,0,3001,6390,4005,4517,5389,2360,0,0
781.20120@0.610,46068,46377,46972,39908,38994,39911,0,43567,41343,41112,41059,40582,41988,0,0
783.40380@5.580,165062,165079,164000,24345,22666,23593,0,99751,94784,96826,96065,99459,96362,0,0
783.43960@6.603,234818,235648,234674,82255,80996,80511,0,175363,173647,176902,171980,170461,164817,0,0
784.14900@3.634,22657,25319,21267,19313,22758,18713,0,29089,27207,26098,27629,24756,25348,0,0
784.23020@3.336,10481,10352,9545,12595,10773,19322,0,12298,21091,11215,19979,20343,12279,0,0
785.15610@3.098,22147,21997,20325,5908,5616,5512,0,16709,16016,16194,15527,15195,12588,0,0
785.26510@5.474,15220,16154,15151,5851,5985,5917,0,12533,12704,11763,11376,11130,11546,0,0
785.40290@5.077,15522,15479,15269,17607,16260,18615,0,19801,19445,19729,20302,19659,19978,0,0
785.46780@9.138,50908,77557,53715,36021,34772,36002,0,42314,42543,65343,65419,65439,70104,0,0
786.41480@4.197,229348,232836,229282,1211718,1231674,1218606,427,824326,805632,819472,848997,842894,856820,0,0
786.41480@4.099,293084,290895,294708,1382922,1362044,1334304,427,1106188,1058807,1071992,1040889,1051315,996824,0,0
787.17990@2.844,1001,1013,1504,891,840,1600,0,880,633,629,681,721,2589,0,0
787.18550@4.102,1505,694,1604,6313,5804,7460,0,4322,1779,4069,1252,3477,3818,0,0
787.20730@4.157,960,217,1123,2192,386,545,0,90,3890,1359,3680,1295,1221,0,0
787.26530@4.171,17687,16144,16631,8048,11929,14260,0,15379,12333,14393,14996,16260,12723,0,0
787.27990@5.470,29018,30957,31202,13847,13683,13188,0,24430,22925,24472,22768,22680,21603,0,0
787.28260@5.308,11634,11964,10831,3806,3206,3372,0,8051,8360,8140,8592,7365,8127,0,0
787.39350@8.445,12337,12570,12730,17905,17824,17400,0,19780,19202,19095,18174,18486,17730,0,0
787.49850@10.529,218984,223493,223673,233481,232974,234415,0,229244,225221,222453,221851,221212,224747,0,0
787.49900@9.823,90896,90334,88934,62667,60074,62073,0,83378,80213,80846,79056,79446,74341,0,0
787.51120@11.097,23985,23645,23597,34341,40352,40054,0,29759,27381,24358,22108,24486,29424,0,0
787.58710@4.200,413,606,1113,8886,7029,7097,0,1774,2344,3531,1720,3999,4110,0,0
788.10800@4.100,926,1392,1222,9270,8250,7591,0,5443,4988,5234,5532,5404,6960,0,0
788.13840@4.166,982,188,562,2192,3799,6088,0,4202,1305,976,2861,1240,3885,0,0
788.20270@4.095,756,930,1028,6413,6540,6014,0,4527,5666,1493,3887,4339,5421,0,0
788.54930@4.097,293,1044,210,3762,3965,4686,0,2769,3751,2663,3762,2244,3305,0,0
788.66400@10.529,888,1292,1968,2362,329,1770,0,717,1335,589,602,2271,856,0,0
788.84270@4.099,0,158,110,3863,3176,4006,0,995,2523,2952,1825,1565,1324,0,0
789.11150@4.099,326,322,197,3204,2762,3303,0,2116,1818,1678,2142,1769,2391,0,0
789.26090@4.581,7187,7891,8592,5616,4770,5524,0,5167,5589,5871,6317,4936,7209,0,0
789.28100@3.957,15178,15542,14811,10165,9668,10384,0,14298,14177,13911,13612,13134,13373,0,0
789.48090@7.948,13936,15076,13402,14995,15607,14662,0,21392,21378,22048,19942,20067,16789,0,0
789.52770@11.335,3307,3173,3464,5963,7483,7537,0,4460,3608,3894,3713,3596,4255,0,0
789.54770@10.152,4810,4489,4543,5576,5364,5509,0,6834,5410,5089,4591,4195,4880,0,0
790.78290@0.479,2368,2490,1654,2307,1359,1318,0,2632,1783,2420,3372,2537,2340,4516,0
791.17930@4.148,49396,75937,56949,35444,40048,46176,0,42919,40706,39835,43515,41797,50582,0,0
791.17970@4.426,3576,3808,3470,3585,4310,4525,0,3988,3947,3886,3856,3673,4184,0,0
791.22350@3.085,4263,3767,2927,1409,1824,1490,0,6229,5853,5065,3865,5077,2256,0,0
792.35540@5.768,33969,33123,33579,12223,11697,15970,0,28809,27977,27701,21824,27827,26838,0,0
793.17910@4.148,22878,25703,21942,15634,18401,20961,0,18015,19124,18907,18892,17997,22281,0,0
793.36430@5.292,653907,665714,694855,740140,765823,896174,0,685823,692450,740139,680576,695625,895811,0,0
793.51280@11.270,284949,299364,297392,308699,307437,294534,0,273132,265549,264204,262750,259916,279033,0,2828
794.31090@5.000,1184209,1199982,1188739,1144862,1117237,1136986,0,1258841,1254108,1254414,1232990,1245073,1224476,0,0
794.68930@4.997,2790,1958,2843,1583,1778,2602,0,3200,2231,3122,3326,2926,3178,0,0
794.70300@0.489,3651,3410,4199,4601,4009,4106,0,5115,4284,3443,4328,4296,4746,0,0
795.05260@5.003,4259,4367,3824,4062,3481,3635,0,4343,4082,4792,5226,4634,5185,0,0
795.14190@4.998,4769,4556,4216,3714,4882,4563,0,4890,3447,5300,4316,4404,5349,0,0
