Feature,Cternatea_20692_DDA_pos_5142025_038,Cternatea_20692_DDA_pos_5142025_039,Cternatea_20692_DDA_pos_5142025_040,Cternatea_9336_DDA_pos_5142025_041,Cternatea_9336_DDA_pos_5142025_042,Cternatea_9336_DDA_pos_5142025_043,Cternatea_QC_DDA_pos_5142025_035,Cternatea_QC_DDA_pos_5142025_036,Cternatea_QC_DDA_pos_5142025_037,Extraction_blank_DDA_pos_5142025_032,Instrument_blank_DDA_pos_5142025_031,Instrument_blank_DDA_pos_5142025_045
785.21150@4.294,25202,25343,24925,16687,16900,17382,22729,22084,21191,0,0,0
785.21190@4.441,71626,71647,70120,54372,54014,52743,68318,66415,63696,0,0,0
785.21200@4.692,23725,23789,22937,16858,16748,16188,21217,21920,20669,0,0,0
785.41720@5.571,76836,82497,77058,2576,2970,2884,52934,47707,47844,0,0,0
785.41790@5.426,37915,36654,35720,3690,2739,3500,24434,23184,23042,0,0,0
785.45330@6.590,219172,217512,216244,88747,86892,87236,173045,168299,167275,0,0,0
785.63370@6.590,2880,3132,3946,1475,1186,1345,3554,3456,3034,0,0,0
786.51910@10.609,66897,66201,66324,62227,62704,63226,67150,66788,67476,0,0,0
787.39700@5.596,20122,19205,19713,28800,27464,27587,26413,25205,23132,0,0,0
787.43710@9.666,12861,15090,13700,43297,37456,39634,25384,22540,19394,0,0,0
787.46050@8.418,28429,24156,24247,25215,28365,24942,15795,15667,24427,30589,16701,13464
788.50800@4.134,23821,22746,20971,368197,347897,352486,212729,190424,165618,0,0,0
788.53330@10.848,20053,19661,19585,20102,20648,19145,20177,20029,19772,0,0,0
788.60440@4.132,8715,8453,10501,139099,136874,132240,96392,94117,92802,0,0,0
788.82870@5.737,15306,13030,13215,12332,12622,11667,14347,13635,13995,0,0,0
789.11410@4.608,5039,5809,4570,5071,4590,4687,5758,5413,5194,0,0,0
789.16870@4.133,5570,8179,11808,101688,97804,98168,61110,57204,55615,0,0,0
789.25910@4.133,12252,9311,5421,97264,91494,92673,55501,57491,49021,0,0,0
789.28580@4.136,5461,7086,15169,90107,87520,89799,64619,60621,60070,0,0,0
789.32080@4.142,8447,5760,13568,101174,99970,98712,60250,55857,54925,0,0,0
789.35610@4.126,2144,179,2836,22085,8503,26103,0,2210,4839,0,0,0
789.43140@4.134,1128120,1116872,1127579,7137496,7080007,7007128,5480965,5384587,5294955,0,0,0
789.48800@10.736,17414,12992,14820,16162,17257,19521,16413,17883,15021,226,455,919
789.61140@4.149,9222,14208,34576,68243,46163,51914,8650,29381,18465,0,0,0
789.61560@4.222,18764,8767,16917,31868,31655,14072,27089,29296,10648,0,0,0
790.05490@4.141,16115,31371,29769,22632,51532,46161,71232,55009,48748,0,0,0
790.07980@4.141,12725,6359,9559,81069,56102,58440,48048,36805,33596,0,0,0
790.49480@4.134,8246,6563,5793,51213,59619,44037,36405,18137,17437,0,0,0
790.53800@4.143,13162,8072,14343,50025,49922,51327,14743,28339,20404,0,0,0
790.58570@8.576,8100,8776,8397,8533,7944,7830,7695,8007,8108,4942,3116,2762
790.77390@4.136,584,286,8453,35764,37315,33927,9001,13956,14169,0,0,0
790.83550@4.132,2644,1288,2299,38165,30664,14672,19614,18977,8726,0,0,0
790.97690@4.158,3430,1662,1242,28413,31671,33095,14634,18297,7870,0,0,0
791.17220@4.147,6024,4059,6825,22184,26353,18745,15400,10392,24505,0,0,0
791.24600@4.136,6011,6006,2341,36631,36959,25981,9367,7126,15425,0,0,0
791.28250@4.142,4375,4854,6065,42987,24743,25509,29293,24262,12555,0,0,0
791.28590@4.919,8545,8252,8736,11142,10282,10655,9359,9188,9463,0,0,0
791.38290@4.134,7582,5890,3427,13284,34729,15010,13123,14901,13472,0,0,0
791.41780@4.623,0,0,118,442686,444700,436910,194877,187356,186188,0,0,0
791.64590@4.134,4406,1687,1716,13581,24015,17713,11992,7088,3972,0,0,0
792.17340@4.138,1659,1238,3445,6415,12308,13266,9972,7129,7120,0,0,0
792.50790@7.701,40571,38862,39170,29354,29448,30424,34192,33686,34650,31728,0,0
792.55920@9.717,12646,13283,13060,12720,13022,12463,12391,12235,11986,0,0,0
792.56020@10.632,2475915,2466216,2458676,2498140,2502117,2503129,2572279,2668600,2626108,375,0,590
793.10970@5.619,31747,33280,30105,30334,30335,29570,32481,32347,32567,0,0,0
793.18100@10.636,2953,4987,2124,4805,2416,5481,3845,943,3754,0,0,0
793.35570@6.111,6214,5911,5844,8916,9935,8973,8130,7173,7462,0,0,0
793.35940@5.619,54813,56053,52221,48522,52326,48858,55238,55703,55618,0,0,0
794.18970@10.624,12960,6205,12476,10359,7250,15056,7738,14586,16188,0,0,0
794.22260@10.635,11185,7154,11726,7684,13344,5604,9177,10813,15120,0,0,0
794.23680@2.164,6490,4575,5918,9506,9591,5049,7332,5370,7416,6090,0,0
794.26060@10.627,14616,9270,4697,14840,16476,16092,15226,11619,13796,0,0,0
794.29790@10.625,6661,10308,7941,10856,3228,9879,9737,9233,12693,0,0,0
794.32910@10.646,7437,7342,3744,9125,7941,4798,4986,6185,2944,0,0,0
794.57560@10.849,653751,663847,650917,703645,701482,704636,678822,673380,670504,0,0,0
795.22840@3.860,19934,20125,19378,14640,14008,14074,19331,19058,18022,0,0,0
796.17580@4.152,10953,10295,7377,4102,4357,3770,5779,5103,5902,0,0,0
796.51860@7.416,43199,41356,41364,41704,42235,41094,39826,42566,41503,0,0,0
796.51900@7.327,66102,68234,66911,65611,75080,68270,68045,65357,67037,0,0,0
796.59090@11.083,230068,222603,227961,260895,258153,261936,240879,244315,235238,0,0,0
796.59100@11.022,38338,37067,39138,36149,41259,43881,34899,31293,34327,0,0,0
797.15840@11.783,16728,16543,20316,5112,5968,5778,13489,15530,16658,4794,10401,13712
797.46390@7.702,89592,88814,87663,80707,78948,79154,86789,83592,84840,72969,0,0
797.51580@10.613,1278856,1275902,1296752,1285371,1278155,1299456,1307811,1272529,1256236,653,0,1401
797.51770@11.074,57675,56071,59327,62047,56960,60710,70594,55786,35451,0,0,0
797.59440@10.945,20957,18279,19143,22996,19467,23931,16693,18135,17898,0,0,0
797.66400@10.848,5592,3675,4176,4975,3225,3834,5505,2786,5186,0,0,0
798.21650@4.992,3605,2864,2836,4312,2858,2106,3239,2769,3751,0,0,0
798.23240@10.614,5027,4323,3963,618,1562,4310,1213,1197,3268,0,0,0
798.51900@10.613,635070,674718,647514,637381,634560,650555,651037,637804,662429,139,0,238
799.00980@10.616,3666,4914,4110,7931,5367,3202,5318,4429,6049,0,0,0
799.15740@11.783,10193,11014,13741,3793,3936,4379,8776,10200,11384,3341,6924,8770
799.47350@10.431,18826,19186,18641,21582,21302,21657,20373,18853,18850,0,0,0
799.53020@10.854,667342,670580,682810,704855,712486,704206,674967,663040,664384,0,0,0
801.22510@2.814,11212,11478,11095,11059,10853,10641,11521,11652,11122,0,0,0
801.54630@11.083,315669,320313,314303,365894,352908,310661,327510,324957,323782,0,0,0
801.54660@11.023,51366,41598,52702,51361,54089,61720,47084,50620,46480,0,0,0
801.54910@11.466,7776,7574,7851,5792,6003,6916,7410,6553,6072,6943,0,0
801.71730@11.085,2843,3448,3317,4731,3570,4585,3331,4064,3496,0,0,0
802.24710@4.648,6274,5536,5643,3948,3553,3473,5535,5810,5270,0,0,0
802.27790@11.079,7443,8136,8344,9188,7554,8626,6843,8343,7657,1326,0,0
802.49920@10.715,14070,14742,14376,13301,15694,15761,13135,13588,13432,0,0,0
802.54950@11.022,25524,24458,26691,29538,28015,30347,22378,25065,23180,0,0,0
802.55270@11.467,3943,4108,4315,3121,2811,2928,3498,3752,3383,3362,0,0
802.59620@5.620,17467,17251,17892,16145,15713,16282,17302,19051,17182,0,0,0
803.14800@4.623,4841,5111,5047,3436,3510,2772,4324,4488,4231,0,0,0
803.15160@3.087,2532,2874,2151,3372,3044,3076,3090,3077,2315,0,0,0
803.40650@6.316,246653,241566,247903,0,0,0,158039,153707,154366,0,0,0
803.40700@6.015,26388,25234,24756,0,0,111,18175,15645,15698,0,0,0
803.65190@4.626,3562,3824,3708,2407,2552,2173,3856,3482,3204,0,0,0
804.48780@8.418,185959,174361,189936,173305,176624,98260,187290,181979,178121,223019,211034,97319
805.09170@4.607,2828,2943,2735,2350,2156,2229,3270,2952,3103,0,0,0
805.37430@5.656,8645,10693,8156,4886,4812,4474,10095,9527,9741,0,0,0
805.37670@5.436,7687,7050,7092,3659,3601,3971,7027,6849,5918,0,0,0
805.48340@10.949,39235,36347,38223,40943,43035,44044,40624,39061,38396,6920,8014,8180
805.59560@12.763,4479,4884,4438,3860,3955,3317,4271,4437,3818,2926,0,0
806.40610@12.333,13573,13318,12471,10893,11018,10671,12464,12833,12549,33150,2064,0
806.53870@9.970,13889,12547,12477,21538,22987,22112,20833,19828,14046,0,0,0
806.53920@10.511,52539,51447,51770,64494,65107,64281,54409,56700,55743,0,0,0
806.58970@5.618,8388,8662,8764,7539,7112,7450,7809,8201,7890,0,0,0
807.19410@4.436,6725,5179,4652,4403,3975,4303,5529,4741,5748,0,0,0
807.39910@5.573,91264,100465,93719,4230,4449,4388,65362,64681,62455,0,0,0
807.43460@6.590,107860,107463,108853,43149,43450,43733,80872,82466,81819,0,0,0
807.59340@11.604,1555,1975,1570,842,818,665,941,1041,1450,6242,0,0
808.11880@5.984,2045,1609,1803,3333,3681,2851,2984,2312,2883,0,0,0
809.37830@5.738,7671,7546,7476,12209,11680,11094,8138,9312,8735,0,0,0
809.37890@5.595,20074,20207,20015,30953,30618,29430,25797,24993,24169,0,0,0
809.44170@8.418,9593,9696,9477,9633,9232,9795,9620,9534,9251,15177,13176,10881
810.53270@7.511,19139,20074,18735,17399,17750,17588,18106,17860,19176,0,0,0
811.19550@3.857,9558,9710,9029,6708,6523,6554,8830,8286,9104,0,0,0
811.23250@3.713,5982,6601,6281,4345,4032,4582,5907,6047,5967,0,0,0
811.49310@10.513,19725,20631,21085,25624,24702,26430,21036,21065,21411,0,0,0
811.49390@9.972,64901,63421,67024,83277,85185,83861,70070,69771,70479,0,0,0
812.31360@5.259,21854,21540,21204,26312,25753,24938,27001,26044,24401,0,0,0
813.48920@10.899,82120,83743,83165,85637,85861,87100,82541,83844,78996,0,0,0
813.48970@10.613,416275,763150,749647,421231,781719,429430,428702,438995,436325,0,0,179
813.50990@9.762,46629,45688,45588,62145,62181,63545,51105,52172,52579,0,0,0
813.51040@10.117,44742,39891,40884,58382,51525,57984,49370,44501,48216,0,0,0
813.59300@6.792,3248,2571,4748,0,0,253,1855,1068,1742,0,0,0
814.31480@5.271,6327,5985,5803,7960,7436,7227,6930,7229,7365,12599,0,0
814.49320@10.932,43748,41547,44025,42817,47015,44174,41704,39428,41173,0,0,0
815.24950@4.932,12925,12441,14304,4454,4857,4652,11310,10320,10775,0,0,0
815.29850@4.987,31025,31011,30399,37505,37260,35944,34571,33602,33616,0,0,0
815.31960@5.265,8615,9585,8617,9198,7440,6914,9454,10450,8919,6274,0,0
815.34200@12.872,3949,3634,4045,6312,8527,5960,2843,3483,4991,4332,140,1981
815.43330@6.780,96133,96836,94275,20020,21017,35293,75734,44565,42818,0,0,0
816.42240@4.451,91164,90357,88899,482806,483662,478186,262686,256836,250706,0,0,0
817.01160@5.038,1463,1158,1697,1931,2095,2483,3255,1556,2508,0,0,0
817.19870@2.814,5966,6012,4962,6040,6205,4757,5875,6541,4733,0,0,0
817.19900@2.660,3182,3210,2643,3045,2628,3126,3728,3049,2598,0,0,0
817.33100@6.003,68619,66751,66133,61241,60614,60260,70566,68582,66213,0,0,0
817.51090@10.653,306979,304814,304426,303260,305375,302434,311633,307002,302430,0,0,0
817.52010@11.022,24587,26674,23848,26570,29208,27516,23653,20976,24064,0,0,0
817.52010@11.084,110040,109672,110199,100460,94684,94694,115617,84329,91005,0,0,0
818.12680@5.540,82857,80433,82630,110274,111105,104803,96750,96376,96778,0,0,0
818.58310@10.637,8988,8145,8634,8424,7438,9465,9042,8751,9027,0,0,0
819.36520@5.093,28248,28485,28837,36993,36654,36898,34798,32766,33154,0,0,0
819.58650@10.639,3792,2710,5176,4263,4991,4744,5085,5293,3473,0,0,0
821.51470@11.084,13637,10555,14468,15541,12947,8002,7737,10805,11512,0,0,0
821.59660@11.018,2893,3553,4191,2976,2994,2869,3438,3331,3202,0,0,0
822.36490@5.654,42671,46159,42428,26842,24509,23849,37402,37655,38484,0,0,0
822.36500@5.434,39869,38158,39495,22897,22094,22298,36322,36568,37233,0,0,0
822.38020@6.316,4698,4478,5013,0,0,0,2314,2226,2251,0,0,0
822.40110@5.697,846087,819889,828053,387670,383614,382113,736532,710356,711748,0,0,0
822.59100@5.691,4826,4343,4349,4640,5010,1969,4907,4982,3860,0,0,0
822.60650@10.853,9863,10728,10190,12258,12960,11926,9682,9257,10071,0,0,0
823.32630@5.228,541,981,939,15877,10596,10748,5678,5247,5975,0,0,0
823.37210@5.570,29808,34209,28915,10432,12006,11999,28270,25347,26293,0,0,0
823.40860@6.590,24323,24433,24108,10033,9312,9909,18947,18144,18583,0,0,0
823.75400@5.695,2469,1521,3948,1089,592,468,3097,3036,2544,0,0,0
823.91490@5.698,1672,1405,3630,709,104,688,737,1195,1915,0,0,0
824.56910@11.605,2047,2008,2089,761,811,914,1902,1604,1717,24396,0,0
825.31900@5.039,42317,41949,42982,46061,42810,45096,47217,45067,45342,0,0,0
825.35290@5.595,4337,4331,5101,8550,8311,7902,6860,6854,6652,0,0,0
825.42510@12.597,11979,4228,3423,6714,12546,7036,4105,9681,16953,13560,6084,11863
825.50940@10.979,109582,110848,106909,126468,123384,124965,119050,112627,111858,0,0,0
826.01380@10.859,5427,4495,5192,6648,7123,6448,5422,4908,4701,0,0,0
826.27410@3.692,11288,11012,11339,13843,14397,13375,13413,12957,13001,0,0,0
826.27490@3.795,94394,92663,94484,120850,117756,115852,112602,109868,107622,0,0,0
827.36400@5.551,17616,15927,16180,23514,23028,21455,18569,21570,19507,0,0,0
827.37650@5.257,22368,23693,23279,29587,27845,29076,29233,28204,27762,0,0,0
827.46730@10.513,12954,13678,12841,15906,16753,16033,13481,13421,13071,0,0,0
827.46810@9.972,18281,17873,19176,26839,22850,22134,19319,19367,23761,0,0,0
827.48860@9.760,16708,17668,16818,18050,19746,19015,17727,18112,16382,0,0,0
827.48920@9.685,15391,14351,15094,16823,16317,17685,15715,15539,16099,0,0,0
827.48970@9.875,15277,16034,14304,17745,17317,15948,16324,15259,14842,0,0,0
828.29960@6.112,1501,1384,1546,2137,2645,1643,1517,1965,2164,0,0,0
828.33270@5.407,8626,8054,8307,8461,8369,8181,8397,8611,8226,0,0,0
829.28690@5.121,8759,8466,9231,5488,6178,6020,8946,8959,8001,0,0,0
829.28920@5.479,7708,7122,7403,1618,1936,1349,5655,5090,5662,0,0,0
829.42530@5.900,116006,116747,115461,24749,25893,23878,82192,80455,78540,0,0,0
829.55460@7.954,24628,25374,24453,37235,36669,35579,30690,29664,28372,0,0,0
830.98690@10.513,2513,2378,2573,3276,2878,3128,2627,2287,2669,0,0,0
831.18480@3.078,2352,2221,4875,2136,1610,3753,2588,3426,5143,0,0,0
831.28630@6.010,14661,14853,14095,13823,12711,12955,15902,15622,15560,0,0,0
831.35600@5.548,8212,7720,7655,10290,4889,10176,9739,10200,9408,0,0,0
831.47870@8.392,22269,23479,22956,42753,45573,43603,27073,24881,23739,25681,21730,11399
832.34300@5.382,28887,29748,28173,45805,48517,45817,36425,35172,36266,0,0,0
832.50390@7.376,19481,20638,20286,18353,19164,22906,18576,20008,18637,20605,22139,17653
832.59390@5.382,47659,51021,47665,83206,82087,81266,61518,58723,59284,0,0,0
833.29600@5.969,7253,7159,6850,7080,6194,6451,7492,8051,7133,0,0,0
833.38580@5.696,9284,8953,8897,3131,2785,2773,7031,7679,6759,0,0,0
833.51470@10.535,43369,43212,43631,49671,49165,49476,45732,46146,44540,0,0,0
834.27560@4.988,139750,141119,143513,149365,149193,141481,153264,151296,148533,0,0,0
834.29560@6.013,4886,4706,5141,4589,4652,4077,5248,6002,5887,0,0,0
834.53740@10.661,149373,150223,149964,146358,149683,153740,158995,157579,154784,0,0,0
835.41270@6.772,438158,440942,440525,147514,152309,152361,327241,319352,319458,0,0,0
835.53260@10.882,34493,36077,36039,43197,41919,44130,35593,38068,38001,0,0,0
837.48400@6.509,606789,613034,599707,553443,608469,502208,812613,778212,791051,0,0,0
837.55260@9.878,4522,4716,4707,4897,4885,4675,4725,4981,4319,0,0,0
839.48980@6.507,90618,93145,89023,81032,154867,73473,121001,115675,117742,0,0,0
839.49040@10.660,59134,58083,59965,56579,59797,57843,59287,60633,59042,0,0,0
839.49490@10.203,122078,120040,120658,137565,134772,138171,125825,125635,125297,0,0,0
841.16810@4.212,14377,7597,14031,4811,2615,3014,8956,4973,5743,359,0,0
841.29850@4.666,16396,17140,14933,0,0,0,8739,9547,8976,0,0,0
841.34560@5.093,13680,12944,13156,15914,16263,15132,14637,15010,14322,0,0,0
841.36160@6.316,31764,29949,30912,0,0,0,20914,20229,20552,0,0,0
841.37430@5.696,37021,33038,35293,11232,11432,12086,28670,28577,27331,0,0,0
841.48350@10.979,61908,62535,61210,68025,68443,70000,63044,64003,59976,0,0,0
841.50330@10.909,18778,18969,18964,16774,18621,16887,18180,16319,18422,0,0,0
841.51000@10.436,77432,77545,79154,90704,90339,89900,82660,79387,81058,0,0,0
841.51700@11.021,4387,4063,4311,4905,5172,3927,4379,3420,5571,0,0,0
843.35350@5.267,101040,112511,96405,108933,112553,117281,114754,114612,119855,0,0,0
843.52460@10.735,26230,34636,32866,23320,25623,34708,23046,37246,24756,0,0,0
844.38260@5.694,136332,132926,134130,77964,76019,74552,125025,123217,121224,0,0,0
845.26770@5.118,4774,4933,3695,2292,2391,2617,3831,4076,3607,0,0,0
845.40610@12.336,9119,9340,8503,7390,7033,7134,9892,9239,8640,12926,0,0
845.49070@12.594,4741,5504,5980,6528,3809,3633,5004,4810,5227,2298,2992,5969
845.54180@11.125,38343,39698,39852,36662,35348,34567,39113,37121,38389,0,0,0
847.37810@4.531,7964,7897,7798,0,0,0,5081,4681,4478,0,0,0
848.44650@5.359,5341,5720,6237,5198,5244,5649,5647,5634,5221,0,0,0
848.51380@8.397,155494,160387,161817,154697,82476,172247,164932,177837,159611,201318,177255,154328
848.58570@11.202,1437,693,1077,12746,12940,12509,5864,5639,5132,0,0,0
849.23780@4.987,9379,9584,9075,9755,9443,8722,10426,10235,9412,0,0,0
849.36030@5.695,6178,5577,4699,1918,1519,1837,3809,3923,4207,0,0,0
849.37840@5.575,31092,33152,31263,42526,45634,43789,39012,37774,34947,0,0,0
849.37870@5.493,54613,51488,53869,73365,70255,72221,64890,63954,63903,0,0,0
851.25600@4.391,2696,2610,2463,1453,1422,1384,2532,2018,2335,0,0,0
851.40700@5.884,102099,104254,102707,22308,23767,23014,71632,72056,70487,0,0,0
852.52920@8.573,1360,1350,1011,3369,3056,3336,2277,2075,1726,0,0,207
853.45270@7.942,19836,19431,19428,68912,69176,69987,35894,36771,36525,0,0,0
853.46980@8.397,15191,14826,13815,8931,13074,7849,9285,16042,9020,24232,20832,16092
854.58460@8.302,15693,15552,16990,15208,16157,15198,15763,15258,14738,19723,8134,8715
855.44140@7.176,17862,31461,27660,62251,49512,50836,47948,32044,46732,0,0,0
855.44340@7.405,7706,7249,7814,5444,7806,7641,6592,6815,7589,7965,0,0
855.46090@10.666,52179,52208,52025,51123,53079,51822,54607,53499,55404,0,0,0
855.49470@10.536,23348,23283,23984,26505,25526,26048,23534,24289,23896,0,0,0
856.52180@10.204,55201,55486,54293,62686,64346,62849,59861,57444,58078,0,0,0
857.31690@5.092,5444,5133,5026,6587,6773,6838,6537,6321,5714,0,0,0
858.33720@6.116,3533,3284,2811,2810,2760,2714,3283,3267,2932,0,0,0
858.44140@6.123,4225,4561,4934,3913,4192,3111,4654,4154,4775,0,0,0
858.59060@9.908,2029,1859,1751,2916,2625,3130,1979,1394,1822,0,0,0
859.11670@0.661,7351,6819,6450,8389,8228,8865,7872,6732,8040,0,0,0
859.34440@6.117,3669,3406,3058,2769,2867,2830,3966,3717,3519,0,0,0
859.37620@6.593,4073,4147,3457,1472,1850,1764,3015,3260,3360,0,0,0
859.46580@6.518,692257,694337,701212,1042757,1057701,1065039,887444,868107,870184,0,0,0
860.34400@5.302,136529,139191,129278,171756,169289,165874,163151,164780,160665,0,0,0
860.34420@5.232,33554,35219,36931,30595,31568,31392,39720,35683,38633,0,0,0
860.64940@6.529,1721,4666,3352,3329,3772,3892,2142,9785,7034,0,0,0
861.36390@5.690,91736,94360,91318,140763,135872,136873,119898,116007,114869,0,0,0
861.46950@10.203,30125,30161,30237,31957,30968,31938,24555,31541,25391,0,0,0
862.36450@5.690,36327,34617,34204,55059,52445,50810,44633,43878,42050,0,0,0
862.56830@11.127,42567,43277,43582,38095,37566,36876,40771,40151,39702,0,0,0
863.36540@5.689,8826,9238,8833,15476,14032,14281,12175,11301,12150,0,0,0
863.44100@9.034,1723,1774,1850,1674,1460,1752,1584,1768,1866,3508,0,0
864.32570@5.477,5972,5744,5734,911,915,991,3965,4130,3881,0,0,0
865.37490@4.726,11075,11529,10955,11084,10800,9848,12413,11482,11206,0,0,0
865.51430@10.737,17225,13054,12540,11012,12187,15587,5989,17131,16696,567,473,526
866.50740@3.825,9772,9286,9388,9011,9312,8629,10494,9846,9380,0,0,0
866.53780@10.488,33669,33534,33893,18835,10012,17845,27442,26634,27141,417,1143,1036
866.53830@10.362,29371,29262,30760,18876,17739,18759,24852,24829,25037,925,352,135
866.53950@10.231,23335,22404,21177,12355,12552,11639,19124,18742,18396,1068,221,552
867.23570@0.618,3125,2351,3051,2310,3111,3058,3302,2233,3510,0,0,0
867.36880@7.377,6418,6428,6075,8190,8214,7609,7416,7591,7127,10926,0,0
867.37920@5.890,19030,19781,18903,4073,3538,3251,11845,12572,12701,0,0,0
867.52060@11.127,21782,21466,20683,19385,19447,18758,19492,19075,18468,0,0,0
868.55210@10.267,8428,8465,7799,1645,2280,1701,5542,6273,6544,0,0,0
868.55580@10.149,11144,11073,10755,2052,2064,1734,8423,7798,7668,0,0,0
869.40640@6.591,13920,13657,13253,5973,5291,5916,11570,11530,10974,0,0,0
871.17830@12.273,12637,13239,14478,5442,5851,5575,11646,13011,13539,4504,6561,9749
871.35700@5.584,14393,14962,14522,20897,20927,19404,16982,15535,16509,0,0,0
871.36010@5.494,21754,20291,21811,26459,27319,26185,25102,25463,23982,0,0,0
871.46580@10.535,23496,23387,22394,26863,26652,26017,24745,25173,22220,0,0,0
871.49350@10.362,23827,23321,23154,13217,12665,13720,19072,19026,18543,0,0,0
871.49370@10.239,17278,17769,17096,8697,8794,10512,13739,15334,14963,0,0,0
873.20610@4.443,59069,58617,58440,21250,21077,19821,47528,46904,45542,0,0,0
873.42950@10.668,17141,16668,14140,15920,14104,15941,17678,14056,16525,0,0,0
873.47910@10.886,17534,11614,17805,13838,11917,11276,11195,7113,8172,0,0,0
873.50730@10.147,6886,7356,7147,1530,924,1206,5476,4610,5095,0,0,0
874.48290@10.890,4591,5963,2683,3948,6421,3494,6699,7626,6068,0,0,0
874.51460@8.232,2079,2529,2073,6616,6707,6755,3940,4219,4438,0,0,0
875.17500@3.404,10173,9696,10088,1568,1669,1936,6555,6411,6589,0,0,0
875.32490@6.121,6163,5750,6133,4310,4846,3940,6008,6054,5330,0,0,0
875.41990@7.266,3026,2533,2889,3362,3569,3347,3012,3628,2684,0,0,0
875.44070@6.517,68901,68886,41409,113611,115855,59044,89170,89132,48744,0,0,0
875.51410@8.376,10277,10726,10201,9818,10877,10220,10691,11159,6815,11508,9194,8696
876.31780@5.693,2941,3283,2890,1942,1104,1666,2880,2836,2733,0,0,0
876.47300@10.602,3034,11652,3433,2601,2687,3498,2948,3316,2967,0,0,0
876.56600@5.173,8338,7935,6542,11542,9501,9360,9671,7132,9525,0,0,0
877.44300@10.204,36501,36975,37008,38244,40360,39069,38660,37470,37201,0,0,0
878.48560@10.849,5515,5764,5424,4878,5101,5331,5850,6353,4848,0,0,0
878.55460@10.592,4993,5433,5142,5108,5572,4932,5465,5354,5038,0,0,0
879.45860@10.437,27333,28073,27079,30529,30605,30753,28852,28060,27717,0,0,0
879.46950@8.164,2633,2446,2382,10114,10600,11553,4738,4493,4599,0,0,0
879.49080@10.260,6575,6431,5733,8340,9081,9495,6576,7115,6707,0,0,0
883.49110@11.126,17546,17420,17765,15258,16308,15722,17398,16785,16913,0,0,0
883.52860@9.755,5297,3741,5627,5968,5367,6264,7908,7358,6711,0,0,0
885.25220@5.478,2571,2021,2220,0,0,0,1225,1419,1475,0,0,0
885.54960@11.830,83257,85893,73259,73186,72528,116184,89757,87778,84347,0,65460,131730
885.55060@13.085,15976,15935,16625,17172,18004,16755,16395,16780,16839,0,0,0
886.39500@6.592,68287,70203,69756,29332,28401,29438,55522,53864,54512,0,0,0
887.27960@4.332,86473,84734,85370,116858,115819,112606,104305,99158,98682,0,0,0
887.27970@4.552,3840,3272,3462,9478,9539,9323,5911,5490,5649,0,0,0
887.32640@5.575,13456,13906,13776,20244,19352,18723,16888,16876,16478,0,0,0
887.32720@5.491,22538,21903,20090,27877,28181,28608,25988,25353,26629,0,0,0
887.56850@13.384,8341,8034,8644,9373,9018,9718,8574,7490,8715,0,0,0
888.36700@6.317,6829,6797,6086,0,0,0,4387,4179,3933,0,0,0
889.43340@10.538,5281,5444,5361,5258,5337,5204,5630,4743,5445,0,0,0
890.44200@5.929,18698,18817,18184,26802,26992,27375,23214,22471,21169,0,0,0
891.32040@5.409,4849,4391,3953,4984,4630,4065,4621,4448,4851,0,0,0
891.42350@6.729,2732,3328,3286,1430,1041,990,2745,2140,2099,0,0,0
892.40680@10.204,5618,4917,4923,5752,5916,5801,5832,5704,5362,0,0,0
892.54090@8.376,103642,105974,111681,102421,105677,108342,117504,113669,96548,139540,116474,110430
895.35940@5.171,23474,21681,21946,29135,28791,27017,26388,25003,24581,0,0,0
895.46720@10.262,5282,5818,6092,9127,9587,9259,6513,7479,7009,0,0,0
897.26820@4.982,2569,3053,3251,2957,2780,2636,3185,3096,2880,0,0,0
897.38190@6.775,43203,43268,42499,13174,12985,12700,32040,30775,30821,0,0,0
897.41180@10.202,4241,3853,3866,4568,4649,4302,4588,4441,4309,0,0,0
897.43110@10.436,6837,7107,6833,7762,7756,7905,6698,7094,7202,0,0,0
897.49470@8.376,10071,9364,10366,9637,8953,9690,9992,8943,9815,15289,11808,11982
898.31900@5.687,21768,21566,20916,39626,38763,39168,28684,27958,27907,0,0,0
898.36620@5.172,407136,397817,405450,399268,402192,394089,420099,415465,409882,0,0,0
899.20190@3.249,7367,6854,7204,3827,4166,4312,6911,6325,5879,0,0,0
899.68100@6.770,4682,5008,4615,4038,3997,3210,4280,4335,4212,6326,0,0
900.42060@6.022,14705,14674,14147,27591,26739,25545,20610,19443,18958,0,0,0
901.50480@10.435,3202,3221,3058,1848,1623,2033,2321,2266,2073,0,0,0
903.27400@4.362,20635,21081,20125,17004,16815,17181,19196,18448,18581,0,0,0
903.27450@4.149,121049,123630,122039,100963,101540,96480,115712,115285,111324,0,0,0
903.34700@5.873,7180,6780,6695,377,206,358,5165,4934,5066,0,0,0
904.52300@8.021,6560,7735,6316,12641,12994,12798,9758,8923,9047,0,0,0
905.42230@6.763,11775,11428,11581,15051,14471,13814,13489,12727,12616,0,0,0
905.45860@6.507,5023,11271,11262,12470,11662,17560,16137,15210,14385,0,0,0
906.35520@5.694,6760,7252,6998,4955,4235,4415,6997,7743,6910,0,0,0
906.46250@6.496,4557,2847,2805,12410,8735,12602,5151,9361,4143,0,0,0
907.44040@8.214,3431,3072,3459,6292,6322,6623,4238,3840,4371,0,0,0
